Phonological Forms,Syllabic Structures,Number of Syllables,Written Forms,Syntactic Categories,Frequency,Stress Patterns
ʃoh.ræt.tæ.læ.bi,CVC.CVC.CV.CV.CV,5,شهرت‌‌طلبي,N1,7,WWWWS
ʃoh.ræt.pæ.ræst,CVC.CVC.CV.CVCC,4,شهرت‌پرست,N1,1,WWWS
ʃæhr.dɒr,CVCC.CVC,2,شهردار,N1,690,WS
ʃæhr.dɒ.ri,CVCC.CV.CV,3,شهرداري,N1,2085,WWS
ʃæhr.sɒz,CVCC.CVC,2,شهرساز,A0,3,WS
ʃæhr.sɒ.zi,CVCC.CV.CV,3,شهرسازي,N1,360,WWS
ʃæh.res.tɒn,CVC.CVC.CVC,3,شهرستان,N1,5205,WWS
ʃæh.res.tɒ.ni,CVC.CVC.CV.CV,4,شهرستاني,A0,15,WWWS
ʃæhr.ʃe.nɒ.si,CVCC.CV.CV.CV,4,شهرشناسي,N1,1,WWWS
ʃæh.re.fæ.rænɟ,CVC.CV.CV.CVCC,4,شهرفرنگ,N1,1,WWWS
ʃæh.ræc,CVC.CVC,2,شهرك,N1,570,WS
ʃæh.ræc.sɒ.zi,CVC.CVC.CV.CV,4,شهرك‌سازي,N1,105,WWWS
ʃæh.ræc.ne.ʃin,CVC.CVC.CV.CVC,4,شهرك‌نشين,A0,15,WWWS
ʃæh.ræ.ci,CVC.CV.CV,3,شهركي,A0,3,WWS
ʃæhr.ɟe.rɒ.ji,CVCC.CV.CV.CV,4,شهرگرايي,N1,1,WWWS
ʃæhr.ne.ʃin,CVCC.CV.CVC,3,شهرنشين,A0,15,WWS
ʃæhr.ne.ʃi.ni,CVCC.CV.CV.CV,4,شهرنشيني,N1,30,WWWS
ʃæh.re,CVC.CV,2,شهره,N1,1,WS
ʃæh.ro.rus.tɒ,CVC.CV.CVC.CV,4,شهروروستا,N1,1,WWWS
ʃæhr.vænd,CVCC.CVCC,2,شهروند,N1,165,WS
ʃæhr.vænd.mæ.dɒ.ri,CVCC.CVCC.CV.CV.CV,5,شهروند‌‌مداري,N1,2,WWWWS
ʃæhr.væn.di,CVCC.CVC.CV,3,شهروندي,N1,75,WWS
ʃæh.ri,CVC.CV,2,شهري,A0,1290,WS
ʃæh.ri.ɟæ.ri,CVC.CV.CV.CV,4,شهري‌‌گري,N1,1,WWWS
ʃæhr.jɒ.rɒ.ne,CVCC.CV.CV.CV,4,شهريارانه,Ad,1,WWWS
ʃæh.rij.jæt,CVC.CVC.CVC,3,شهريت,N1,1,WWS
ʃæh.rij.je,CVC.CVC.CV,3,شهريه,N1,105,WWS
ʃæh.ri.vær,CVC.CV.CVC,3,شهريور,N1,1095,WWS
ʃæh.ri.vær.mɒh,CVC.CV.CVC.CVC,4,شهريورماه,N1,137,WWWS
ʃæh.zɒ.de,CVC.CV.CV,3,شهزاده,N1,15,WWS
ʃæh.sæ.vɒr,CVC.CV.CVC,3,شهسوار,N1,1,WWS
ʃæh.sæ.vɒ.ri,CVC.CV.CV.CV,4,شهسواري,A0,4,WWWS
ʃæh.le.vo.ʃæ.hid,CVC.CV.CV.CV.CVC,5,شهله‌وشهيد,A0,1,WWWWS
ʃæh.mir.zɒ.di,CVC.CVC.CV.CV,4,شهميرزادي,A0,1,WWWS
ʃæ.hæn.ʃɒh,CV.CVC.CVC,3,شهنشاه,N1,1,WWS
ʃæ.hæ.vɒt,CV.CV.CVC,3,شهوات,N1,1,WWS
ʃæh.vɒr,CVC.CVC,2,شهوار,A0,2,WS
ʃæ.hæ.vɒ.ni,CV.CV.CV.CV,4,شهواني,A0,6,WWWS
ʃæh.væt,CVC.CVC,2,شهوت,N1,30,WS
ʃæh.væ.tɒ.lud,CVC.CV.CV.CVC,4,شهوت‌‌آلود,A0,1,WWWS
ʃæh.væ.tæn.ɟiz,CVC.CV.CVC.CVC,4,شهوت‌‌انگيز,A0,1,WWWS
ʃæh.væt.pæ.ræs.ti,CVC.CVC.CV.CVC.CV,5,شهوت‌‌پرستي,N1,1,WWWWS
ʃæh.væt.rɒ.ni,CVC.CVC.CV.CV,4,شهوت‌‌راني,N1,7,WWWS
ʃæh.væt.pæ.ræst,CVC.CVC.CV.CVCC,4,شهوت‌پرست,A0,1,WWWS
ʃæh.væt.rɒn,CVC.CVC.CVC,3,شهوت‌ران,A0,1,WWS
ʃo.hud,CV.CVC,2,شهود,N1,62,WS
ʃo.hu.di,CV.CV.CV,3,شهودي,A0,11,WWS
ʃæ.hæ.vi,CV.CV.CV,3,شهوي,A0,1,WWS
ʃæ.hæ.vij.je,CV.CV.CVC.CV,4,شهويه,A0,1,WWWS
ʃæ.hid,CV.CVC,2,شهيد,N1,2685,WS
ʃæ.hid.dɒ.de,CV.CVC.CV.CV,4,شهيد‌‌داده,A0,2,WWWS
ʃæ.hid.pær.vær,CV.CVC.CVC.CVC,4,شهيدپرور,A0,30,WWWS
ʃæ.hid.ɟɒh,CV.CVC.CVC,3,شهيدگاه,N1,15,WWS
ʃæ.hir,CV.CVC,2,شهير,A0,90,WS
ʃæ.hiG,CV.CVC,2,شهيق,N1,1,WS
ʃæ.hi.Gi,CV.CV.CV,3,شهيقي,N1,1,WWS
ʃæv,CVC,1,شو,V1,5000,S
ʃo,CV,1,شو,N1,45,S
ʃu,CV,1,شو,V1,4000,S
ʃo.ʔun,CV.CVC,2,شوؤن,N1,1,WS
ʃæv.ʔeb,CVC.CVC,2,شوائب,N1,1,WS
ʃæ.vɒ.red,CV.CV.CVC,3,شوارد,N1,9,WWS
ʃæ.vɒ.reʔ,CV.CV.CVC,3,شوارع,N1,1,WWS
ʃæv.vɒl,CVC.CVC,2,شوال,N1,14,WS
ʃo.vɒ.li.je,CV.CV.CV.CV,4,شواليه,N1,12,WWWS
ʃæ.vɒ.hed,CV.CV.CVC,3,شواهد,N1,165,WWS
ʃut,CVC,1,شوت,A0,20,S
ʃut,CVC,1,شوت,V1,5000,S
ʃu.tid,CV.CVC,2,شوتيد,V2,5000,WS
ʃuχ,CVC,1,شوخ,A0,5,S
ʃuχ.tæb.ʔi,CVC.CVC.CV,3,شوخ‌‌طبعي,N1,8,WWS
ʃu.χo.ʃænɟ,CV.CV.CVCC,3,شوخ‌‌و‌‌شنگ,A0,1,WWS
ʃuχ.ʧeʃm,CVC.CVCC,2,شوخ‌چشم,A0,1,WS
ʃuχ.tæbʔ,CVC.CVCC,2,شوخ‌طبع,A0,15,WS
ʃu.χi,CV.CV,2,شوخي,N1,30,WS
ʃu.χi.nɒ.pæ.zir,CV.CV.CV.CV.CVC,5,شوخي‌‌ناپذير,A0,1,WWWWS
ʃu.χi.bær.dɒr,CV.CV.CVC.CVC,4,شوخي‌بردار,A0,1,WWWS
ʃur,CVC,1,شور,A0,225,S
ʃur,CVC,1,شور,V1,5000,S
ʃur.ʧeʃm,CVC.CVCC,2,شور‌‌چشم,A0,1,WS
ʃu.ro.hɒl,CV.CV.CVC,3,شور‌‌و‌‌حال,N1,5,WWS
ʃu.rɒ.fæ.rin,CV.CV.CV.CVC,4,شورآفرين,A0,4,WWWS
ʃo.rɒ,CV.CV,2,شورا,N1,7305,WS
ʃo.rɒ.ʔi,CV.CV.CV,3,شورائي,A0,15,WWS
ʃu.rɒb,CV.CVC,2,شوراب,N1,1,WS
ʃu.rɒn,CV.CVC,2,شوران,V1,5000,WS
ʃu.rɒnd,CV.CVCC,2,شوراند,V2,5000,WS
ʃu.ræn.ɟiz,CV.CVC.CVC,3,شورانگيز,A0,15,WWS
ʃu.ræn.ɟi.zi,CV.CVC.CV.CV,4,شورانگيزي,N1,1,WWWS
ʃu.rɒ.nid,CV.CV.CVC,3,شورانيد,V2,5000,WWS
ʃo.rɒ.je.ʔɒ.li,CV.CV.CV.CV.CV,5,شورايعالي,N1,38,WWWWS
ʃo.rɒ.ji,CV.CV.CV,3,شورايي,A0,15,WWS
ʃur.bɒ,CVC.CV,2,شوربا,N1,15,WS
ʃur.bæχt,CVC.CVCC,2,شوربخت,A0,1,WS
ʃur.bæχ.ti,CVC.CVC.CV,3,شوربختي,A0,2,WWS
ʃur.bo.ro,CVC.CV.CV,3,شوربرو,A0,1,WWS
ʃur.pæ.sænd,CVC.CV.CVCC,3,شورپسند,A0,2,WWS
ʃort,CVCC,1,شورت,N1,3,S
ʃu.res.tɒn,CV.CVC.CVC,3,شورستان,N1,2,WWS
ʃu.reʃ,CV.CVC,2,شورش,N1,135,WS
ʃu.re.ʃi,CV.CV.CV,3,شورشي,A0,75,WWS
ʃur.ɟæz,CVC.CVC,2,شورگز,N1,1,WS
ʃur.mæz.ze,CVC.CVC.CV,3,شورمزه,A0,1,WWS
ʃur.næ.ro,CVC.CV.CV,3,شورنرو,A0,1,WWS
ʃu.re,CV.CV,2,شوره,N1,25,WS
ʃu.re.zɒr,CV.CV.CVC,3,شوره‌زار,N1,45,WWS
ʃu.re.sɒ.zi,CV.CV.CV.CV,4,شوره‌سازي,N1,1,WWWS
ʃev.ro,CVC.CV,2,شورو,N1,1,WS
ʃur.vɒ.ʃur,CVC.CV.CVC,3,شورواشور,N1,1,WWS
ʃu.ro.ʃær,CV.CV.CVC,3,شوروشر,N1,1,WWS
ʃu.ro.ʃoG,CV.CV.CVC,3,شوروشوق,N1,13,WWS
ʃo.ræ.vi,CV.CV.CV,3,شوروي,A0,1,WWS
ʃu.ri,CV.CV,2,شوري,N1,60,WS
ʃu.rid,CV.CVC,2,شوريد,V2,5000,WS
ʃu.ri.de.ɟi,CV.CV.CV.CV,4,شوريدگي,N1,15,WWWS
ʃu.ri.de,CV.CV.CV,3,شوريده,A0,20,WWS
ʃu.ri.de.bæχt,CV.CV.CV.CVCC,4,شوريده‌بخت,A0,1,WWWS
ʃu.ri.de.hɒl,CV.CV.CV.CVC,4,شوريده‌حال,A0,1,WWWS
ʃu.ri.de.χɒ.ter,CV.CV.CV.CV.CVC,5,شوريده‌خاطر,A0,1,WWWWS
ʃu.se,CV.CV,2,شوسه,N1,15,WS
ʃu.se.ʔi,CV.CV.CV,3,شوسه‌اي,A0,15,WWS
ʃuʃ.tæ.ri,CVC.CV.CV,3,شوشتري,A0,16,WWS
ʃuʃ.ce,CVC.CV,2,شوشكه,N1,1,WS
ʃu.ʃe,CV.CV,2,شوشه,N1,1,WS
ʃu.ʃi,CV.CV,2,شوشي,A0,2,WS
ʃu.fɒʒ,CV.CVC,2,شوفاژ,N1,15,WS
ʃu.fɒʒ.χɒ.ne,CV.CVC.CV.CV,4,شوفاژخانه,N1,1,WWWS
ʃu.fɒʒ.sɒnt.rɒl,CV.CVC.CVCC.CVC,4,شوفاژسانترال,N1,1,WWWS
ʃo.fɒʒ.cɒr,CV.CVC.CVC,3,شوفاژكار,N1,1,WWS
ʃu.fer,CV.CVC,2,شوفر,N1,2,WS
ʃu.fe.ri,CV.CV.CV,3,شوفري,N1,1,WWS
ʃoG,CVC,1,شوق,N1,135,S
ʃo.Gɒ.fæ.rin,CV.CV.CV.CVC,4,شوق‌‌آفرين,A0,1,WWWS
ʃo.Gæn.ɟiz,CV.CVC.CVC,3,شوق‌‌انگيز,A0,1,WWS
ʃo.Go.zoG,CV.CV.CVC,3,شوق‌وذوق,N1,1,WWS
ʃo.Gi,CV.CV,2,شوقي,A0,15,WS
ʃoc,CVC,1,شوك,N1,57,S
ʃo.cɒ.vær,CV.CV.CVC,3,شوك‌‌آور,A0,1,WWS
ʃoc.dæ.hæn.de,CVC.CV.CVC.CV,4,شوك‌‌دهنده,A0,1,WWWS
ʃoc.mɒ.hi.jɒn,CVC.CV.CV.CVC,4,شوك‌ماهيان,N1,1,WWWS
ʃu.cɒ,CV.CV,2,شوكا,N1,1,WS
ʃo.cæt,CV.CVC,2,شوكت,N1,26,WS
ʃo.cæ.rɒn,CV.CV.CVC,3,شوكران,N1,19,WWS
ʃoc.ce,CVC.CV,2,شوكه,A0,1,WS
ʃo.co.pɒrs,CV.CV.CVCC,3,شوكوپارس,N1,8,WWS
ʃo.co.lɒt,CV.CV.CVC,3,شوكولات,N1,1,WWS
ʃo.ɟun,CV.CVC,2,شوگون,N1,1,WS
ʃo.lɒ,CV.CV,2,شولا,N1,1,WS
ʃum,CVC,1,شوم,A0,90,S
ʃo.mæn,CV.CVC,2,شومن,N1,1,WS
ʃu.mi,CV.CV,2,شومي,N1,1,WS
ʃo.miz,CV.CVC,2,شوميز,N1,1,WS
ʃu.mi.ne,CV.CV.CV,3,شومينه,N1,1,WWS
ʃæ.væn,CV.CVC,2,شون,N1,1,WS
ʃæ.vænd,CV.CVCC,2,شوند,N1,1,WS
ʃæ.væn.de,CV.CVC.CV,3,شونده,A0,15,WWS
ʃo.niz,CV.CVC,2,شونيز,N1,1,WS
ʃo.hær,CV.CVC,2,شوهر,N1,135,WS
ʃo.hær.ræf.te,CV.CVC.CVC.CV,4,شوهر‌‌رفته,A0,1,WWWS
ʃo.hær.ʔæm.me,CV.CVC.CVC.CV,4,شوهر‌‌عمه,N1,1,WWWS
ʃo.hær.χɒ.le,CV.CVC.CV.CV,4,شوهرخاله,N1,1,WWWS
ʃo.hær.χɒ.hær,CV.CVC.CV.CVC,4,شوهرخواهر,N1,1,WWWS
ʃo.hær.dɒr,CV.CVC.CVC,3,شوهردار,A0,1,WWS
ʃo.hær.dɒ.ri,CV.CVC.CV.CV,4,شوهرداري,N1,15,WWWS
ʃo.hær.næ.ne,CV.CVC.CV.CV,4,شوهرننه,N1,1,WWWS
ʃo.hæ.ri,CV.CV.CV,3,شوهري,A0,1,WWS
ʃo.hær.jɒ.bi,CV.CVC.CV.CV,4,شوهريابي,N1,1,WWWS
ʃo.vi.nist,CV.CV.CVCC,3,شووينيست,A0,1,WWS
ʃo.vi.nis.ti,CV.CV.CVC.CV,4,شووينيستي,A0,1,WWWS
ʃo.vi.nism,CV.CV.CVCC,3,شووينيسم,N1,1,WWS
ʃuj,CVC,1,شوي,V1,5000,S
ʃu.jɒn,CV.CVC,2,شويان,V1,5000,WS
ʃu.jɒ.nɒd,CV.CV.CVC,3,شوياند,V2,5000,WWS
ʃi.vid,CV.CVC,2,شويد,N1,1,WS
ʃi.vi.di,CV.CV.CV,3,شويدي,N1,1,WWS
ʃu.jæn.de,CV.CVC.CV,3,شوينده,N1,30,WWS
ʃejʔ,CVCC,1,شي‌ء,N1,210,S
ʃæj.jɒd,CVC.CVC,2,شياد,A0,14,WS
ʃi.jɒr,CV.CVC,2,شيار,N1,15,WS
ʃi.jɒr.dɒr,CV.CVC.CVC,3,شياردار,A0,1,WWS
ʃi.jɒr.zæ.ni,CV.CVC.CV.CV,4,شيارزني,N1,1,WWWS
ʃæ.jɒ.tin,CV.CV.CVC,3,شياطين,N1,30,WWS
ʃi.jɒʔ,CV.CVC,2,شياع,N1,1,WS
ʃi.jɒf,CV.CVC,2,شياف,N1,1,WS
ʃib,CVC,1,شيب,N1,90,S
ʃib.dɒr,CVC.CVC,2,شيب‌‌دار,A0,11,WS
ʃib.rɒh,CVC.CVC,2,شيب‌راه,N1,1,WS
ʃib.rɒ.he,CVC.CV.CV,3,شيب‌راهه,N1,1,WWS
ʃi.bɒn,CV.CVC,2,شيبان,A0,1,WS
ʃi.bæc,CV.CVC,2,شيبك,N1,1,WS
ʃi.bi,CV.CV,2,شيبي,A0,15,WS
ʃip.si,CVC.CV,2,شيپسي,N1,1,WS
ʃej.pur,CVC.CVC,2,شيپور,N1,15,WS
ʃej.pur.ʧi,CVC.CVC.CV,3,شيپورچي,N1,1,WWS
ʃej.pu.re,CVC.CV.CV,3,شيپوره,N1,1,WWS
ʃej.pu.ri,CVC.CV.CV,3,شيپوري,N1,1,WWS
ʃi.jæt,CV.CVC,2,شيت,N1,7,WS
ʃejχ,CVCC,1,شيخ,N1,1170,S
ʃej.χos.so.fæ.rɒ,CVC.CVC.CV.CV.CV,5,شيخ‌السفرا,N1,1,WWWWS
ʃejχ.ne.ʃin,CVCC.CV.CVC,3,شيخ‌نشين,N1,15,WWS
ʃej.χæc,CVC.CVC,2,شيخك,N1,1,WS
ʃej.χu.χij.jæt,CVC.CV.CVC.CVC,4,شيخوخيت,N1,15,WWWS
ʃej.χejn,CVC.CVCC,2,شيخين,N1,45,WS
ʃej.χij.je,CVC.CVC.CV,3,شيخيه,N1,1,WWS
ʃej.dɒ,CVC.CV,2,شيدا,A0,60,WS
ʃir,CVC,1,شير,N1,840,S
ʃi.re.χær.χor.de,CV.CV.CVC.CVC.CV,5,شير‌‌خر‌‌خورده,A0,1,WWWWS
ʃi.re.χoʃc,CV.CV.CVCC,3,شير‌‌خشك,N1,17,WWS
ʃi.re.χoʃc.χɒr,CV.CV.CVCC.CVC,4,شير‌‌خشك‌‌خوار,A0,2,WWWS
ʃi.ro.χor.ʃid,CV.CV.CVC.CVC,4,شير‌‌و‌‌خورشيد,N1,1,WWWS
ʃir.χæt,CVC.CVC,2,شير‌خط,N1,1,WS
ʃi.rɒ.lɒt,CV.CV.CVC,3,شيرآلات,N1,8,WWS
ʃi.rɒ.be,CV.CV.CV,3,شيرابه,N1,2,WWS
ʃi.rɒ.ze,CV.CV.CV,3,شيرازه,N1,9,WWS
ʃi.rɒ.zi,CV.CV.CV,3,شيرازي,A0,270,WWS
ʃi.ræf.cæn,CV.CVC.CVC,3,شيرافكن,A0,2,WWS
ʃi.rɒ.ne.dær.jɒ.ji,CV.CV.CV.CVC.CV.CV,6,شيران‌دريايي,N1,1,WWWWWS
ʃi.ræn.dɒm,CV.CVC.CVC,3,شيراندام,A0,1,WWS
ʃir.bɒn,CVC.CVC,2,شيربان,N1,1,WS
ʃir.be.renʤ,CVC.CV.CVCC,3,شيربرنج,N1,1,WWS
ʃir.bæ.hɒ,CVC.CV.CV,3,شيربها,N1,2,WWS
ʃi.re.pɒc.χor.de,CV.CV.CVC.CVC.CV,5,شيرپاك‌خورده,A0,1,WWWWS
ʃi.re.pæz,CV.CV.CVC,3,شيرپز,N1,1,WWS
ʃi.re.pæz.χɒ.ne,CV.CV.CVC.CV.CV,5,شيرپزخانه,N1,1,WWWWS
ʃir.pæ.nir,CVC.CV.CVC,3,شيرپنير,N1,1,WWS
ʃir.tu.ʃir,CVC.CV.CVC,3,شيرتوشير,A0,1,WWS
ʃir.ʤe,CVC.CV,2,شيرجه,N1,31,WS
ʃir.ʤe.ro,CVC.CV.CV,3,شيرجه‌‌رو,A0,2,WWS
ʃir.χeʃt,CVC.CVCC,2,شيرخشت,N1,3,WS
ʃir.χɒr,CVC.CVC,2,شيرخوار,A0,30,WS
ʃir.χɒr.ɟɒh,CVC.CVC.CVC,3,شيرخوارگاه,N1,15,WWS
ʃir.χɒ.re.ɟi,CVC.CV.CV.CV,4,شيرخوارگي,N1,15,WWWS
ʃir.χɒ.re,CVC.CV.CV,3,شيرخواره,A0,5,WWS
ʃir.χɒ.ri,CVC.CV.CV,3,شيرخواري,N1,1,WWS
ʃir.χor,CVC.CVC,2,شيرخور,A0,1,WS
ʃir.dɒr,CVC.CVC,2,شيردار,N1,1,WS
ʃir.dɒn,CVC.CVC,2,شيردان,N1,1,WS
ʃi.re.dær.jɒ.ji,CV.CV.CVC.CV.CV,5,شيردريايي,N1,1,WWWWS
ʃir.del,CVC.CVC,2,شيردل,A0,15,WS
ʃir.deh,CVC.CVC,2,شيرده,A0,15,WS
ʃir.de.hi,CVC.CV.CV,3,شيردهي,N1,15,WWS
ʃir.duʃ,CVC.CVC,2,شيردوش,N1,1,WS
ʃir.du.ʃi,CVC.CV.CV,3,شيردوشي,N1,2,WWS
ʃir.riz,CVC.CVC,2,شيرريز,N1,1,WS
ʃir.zæn,CVC.CVC,2,شيرزن,N1,15,WS
ʃir.sɒ.zi,CVC.CV.CV,3,شيرسازي,N1,1,WWS
ʃir.sæ.vɒr,CVC.CV.CVC,3,شيرسوار,N1,1,WWS
ʃir.suz,CVC.CVC,2,شيرسوز,A0,1,WS
ʃir.ʃe.cæ.ri,CVC.CV.CV.CV,4,شيرشكري,N1,1,WWWS
ʃir.fu.ruʃ,CVC.CV.CVC,3,شيرفروش,N1,1,WWS
ʃir.fæ.læ.ce,CVC.CV.CV.CV,4,شيرفلكه,N1,1,WWWS
ʃir.fæhm,CVC.CVCC,2,شيرفهم,A0,1,WS
ʃi.ræc,CV.CVC,2,شيرك,N1,15,WS
ʃir.cɒ.cɒ.ʔu,CVC.CV.CV.CV,4,شيركاكائو,N1,1,WWWS
ʃir.ɟɒh,CVC.CVC,2,شيرگاه,N1,15,WS
ʃir.ɟi.jɒh,CVC.CV.CVC,3,شيرگياه,N1,1,WWS
ʃir.mɒl,CVC.CVC,2,شيرمال,N1,1,WS
ʃir.mɒ.hi,CVC.CV.CV,3,شيرماهي,N1,15,WWS
ʃir.mærd,CVC.CVCC,2,شيرمرد,N1,15,WS
ʃir.mæst,CVC.CVCC,2,شيرمست,A0,1,WS
ʃir.mu.rɒn,CVC.CV.CVC,3,شيرموران,N1,1,WWS
ʃir.moz,CVC.CVC,2,شيرموز,N1,1,WS
ʃi.ræn.ɟi,CV.CVC.CV,3,شيرنگي,N1,15,WWS
ʃi.re,CV.CV,2,شيره,N1,105,WS
ʃi.re.ceʃ.χɒ.ne,CV.CV.CVC.CV.CV,5,شيره‌‌كشخانه,N1,4,WWWWS
ʃi.re.ʔi,CV.CV.CV,3,شيره‌اي,A0,15,WWS
ʃir.vɒ.ni,CVC.CV.CV,3,شيرواني,N1,45,WWS
ʃi.ri,CV.CV,2,شيري,A0,75,WS
ʃi.ri.rænɟ,CV.CV.CVCC,3,شيري‌‌رنگ,A0,3,WWS
ʃir.jɒ.χæt,CVC.CV.CVC,3,شيرياخط,N1,1,WWS
ʃi.rin,CV.CVC,2,شيرين,A0,405,WS
ʃi.rin.bæ.jɒn,CV.CVC.CV.CVC,4,شيرين‌‌بيان,N1,9,WWWS
ʃi.rin.zæ.bɒn,CV.CVC.CV.CVC,4,شيرين‌‌زبان,A0,3,WWWS
ʃi.rin.zæ.bɒ.ni,CV.CVC.CV.CV.CV,5,شيرين‌‌زباني,N1,2,WWWWS
ʃi.rin.sɒ.zi,CV.CVC.CV.CV,4,شيرين‌‌سازي,N1,3,WWWS
ʃi.rin.so.χæn,CV.CVC.CV.CVC,4,شيرين‌‌سخن,A0,4,WWWS
ʃi.rin.ʔæ.sæl,CV.CVC.CV.CVC,4,شيرين‌‌عسل,N1,2,WWWS
ʃi.rin.cɒm,CV.CVC.CVC,3,شيرين‌‌كام,A0,1,WWS
ʃi.rin.ɟof.tɒr,CV.CVC.CVC.CVC,4,شيرين‌‌گفتار,A0,2,WWWS
ʃi.rin.po.lo,CV.CVC.CV.CV,4,شيرين‌پلو,N1,1,WWWS
ʃi.rin.ʔæGl,CV.CVC.CVCC,3,شيرين‌عقل,A0,1,WWS
ʃi.rin.cɒ.ri,CV.CVC.CV.CV,4,شيرين‌كاري,N1,15,WWWS
ʃi.rin.co.næn.de,CV.CVC.CV.CVC.CV,5,شيرين‌كننده,A0,15,WWWWS
ʃi.ri.ni,CV.CV.CV,3,شيريني,N1,150,WWS
ʃi.ri.ni.χo.ri,CV.CV.CV.CV.CV,5,شيريني‌‌خوري,N1,1,WWWWS
ʃi.ri.ni.sɒ.zi,CV.CV.CV.CV.CV,5,شيريني‌‌سازي,N1,2,WWWWS
ʃi.ri.ni.fu.ruʃ,CV.CV.CV.CV.CVC,5,شيريني‌‌فروش,N1,1,WWWWS
ʃi.ri.ni.fu.ru.ʃi,CV.CV.CV.CV.CV.CV,6,شيريني‌‌فروشي,N1,3,WWWWWS
ʃi.ri.ni.pæz,CV.CV.CV.CVC,4,شيريني‌پز,N1,15,WWWS
ʃi.ri.ni.pæ.zi,CV.CV.CV.CV.CV,5,شيريني‌پزي,N1,15,WWWWS
ʃi.ri.ni.ʤɒt,CV.CV.CV.CVC,4,شيريني‌جات,N1,1,WWWS
ʃi.ri.ni.χo.rɒn,CV.CV.CV.CV.CVC,5,شيريني‌خوران,N1,15,WWWWS
ʃi.ri.ni.χor.de,CV.CV.CV.CVC.CV,5,شيريني‌خورده,A0,1,WWWWS
ʃi.zo.fer.ni,CV.CV.CVC.CV,4,شيزوفرني,N1,8,WWWS
ʃi.zof.re.ni,CV.CVC.CV.CV,4,شيزوفرني,N1,1,WWWS
ʃi.zo.ɟo.ni,CV.CV.CV.CV,4,شيزوگوني,N1,1,WWWS
ʃi.zo.mi.set,CV.CV.CV.CVC,4,شيزوميست,N1,1,WWWS
ʃist,CVCC,1,شيست,N1,1,S
ʃi.ʃæ.ʔɒn,CV.CV.CVC,3,شيشعان,N1,1,WWS
ʃi.ʃæc,CV.CVC,2,شيشك,N1,1,WS
ʃi.ʃæ.ci,CV.CV.CV,3,شيشكي,N1,1,WWS
ʃiʃ.lic,CVC.CVC,2,شيشليك,N1,1,WS
ʃi.ʃe,CV.CV,2,شيشه,N1,120,WS
ʃi.ʃe.ʔɒ.lɒt,CV.CV.CV.CVC,4,شيشه‌‌آلات,N1,1,WWWS
ʃi.ʃe.bor,CV.CV.CVC,3,شيشه‌‌بر,N1,1,WWS
ʃi.ʃe.pɒc.con,CV.CV.CVC.CVC,4,شيشه‌‌پاك‌‌كن,N1,1,WWWS
ʃi.ʃe.ɟæ.ri,CV.CV.CV.CV,4,شيشه‌‌گري,N1,1,WWWS
ʃi.ʃe.ʔi,CV.CV.CV,3,شيشه‌اي,A0,45,WWS
ʃi.ʃe.bo.ri,CV.CV.CV.CV,4,شيشه‌بري,N1,1,WWWS
ʃi.ʃe.χor,CV.CV.CVC,3,شيشه‌خور,N1,1,WWS
ʃi.ʃe.χor.de,CV.CV.CVC.CV,4,شيشه‌خورده,N1,1,WWWS
ʃi.ʃe.sɒ.zi,CV.CV.CV.CV,4,شيشه‌سازي,N1,15,WWWS
ʃi.ʃe.ʃur,CV.CV.CVC,3,شيشه‌شور,N1,1,WWWS
ʃi.ʃe.ʃuj,CV.CV.CVC,3,شيشه‌شوي,N1,1,WWS
ʃi.ʃe.cɒ.ri,CV.CV.CV.CV,4,شيشه‌كاري,N1,1,WWWS
ʃi.ʃe.ɟær,CV.CV.CVC,3,شيشه‌گر,N1,15,WWS
ʃi.ʃe.ɟær.χɒ.ne,CV.CV.CVC.CV.CV,5,شيشه‌گرخانه,N1,1,WWWWS
ʃej.tɒn,CVC.CVC,2,شيطان,N1,60,WS
ʃej.tɒn.pæ.ræst,CVC.CVC.CV.CVCC,4,شيطان‌‌پرست,A0,2,WWWS
ʃej.tɒn.se.fæt,CVC.CVC.CV.CVC,4,شيطان‌‌صفت,A0,3,WWWS
ʃej.tɒ.ne.zej.tun,CVC.CV.CV.CVC.CVC,5,شيطان‌زيتون,N1,1,WWWWS
ʃej.tɒ.næc,CVC.CV.CVC,3,شيطانك,N1,1,WWS
ʃej.tɒ.ni,CVC.CV.CV,3,شيطاني,A0,135,WWS
ʃej.tæ.næt,CVC.CV.CVC,3,شيطنت,N1,15,WWS
ʃej.tæ.næ.tɒ.miz,CVC.CV.CV.CV.CVC,5,شيطنت‌‌آميز,A0,6,WWWWS
ʃej.tæ.næt.bɒr,CVC.CV.CVC.CVC,4,شيطنت‌بار,A0,1,WWWS
ʃi.jæʔ,CV.CVC,2,شيع,N1,125,WS
ʃi.ʔe,CV.CV,2,شيعه,N1,555,WS
ʃi.ʔe.se.tiz,CV.CV.CV.CVC,4,شيعه‌‌ستيز,A0,3,WWWS
ʃi.ʔe.ɟæ.ri,CV.CV.CV.CV,4,شيعه‌‌گري,N1,1,WWWS
ʃi.ʔe.mæz.hæb,CV.CV.CVC.CVC,4,شيعه‌‌مذهب,A0,2,WWWS
ʃi.ʔe.ne.ʃin,CV.CV.CV.CVC,4,شيعه‌‌نشين,A0,5,WWWS
ʃi.ʔi,CV.CV,2,شيعي,A0,128,WS
